,GameID,MatchID,Map,Team1ID,Team2ID,Team1,Team2,Winner,Team1_TotalRounds,Team2_TotalRounds,Team1_SideFirstHalf,Team2_SideFirstHalf,Team1_RoundsFirstHalf,Team1_RoundsSecondtHalf,Team1_RoundsOT,Team2_RoundsFirstHalf,Team2_RoundsSecondtHalf,Team2_RoundsOT,Team1_PistolWon,Team1_Eco,Team1_EcoWon,Team1_SemiEco,Team1_SemiEcoWon,Team1_SemiBuy,Team1_SemiBuyWon,Team1_FullBuy,Team1_FullBuyWon,Team2_PistolWon,Team2_Eco,Team2_EcoWon,Team2_SemiEco,Team2_SemiEcoWon,Team2_SemiBuy,Team2_SemiBuyWon,Team2_FullBuy,Team2_FullBuyWon
0,60894,62393,Breeze,6903,6020,Booster Seat Gaming,Pho Real,Booster Seat Gaming,13,7,defend,attack,7,6,0,5,2,0,2.0,2.0,2.0,0.0,0.0,5.0,3.0,13.0,8.0,0.0,4.0,0.0,2.0,0.0,4.0,1.0,10.0,6.0
1,60895,62393,Bind,6903,6020,Booster Seat Gaming,Pho Real,Pho Real,2,13,defend,attack,2,0,0,10,3,0,0.0,3.0,0.0,3.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,4.0,3.0,9.0,8.0
2,60896,62393,Haven,6903,6020,Booster Seat Gaming,Pho Real,Booster Seat Gaming,13,8,attack,defend,8,5,0,4,4,0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,12.0,9.0,1.0,2.0,1.0,2.0,0.0,6.0,2.0,11.0,5.0
3,60924,62403,Icebox,7046,7047,Bjor's Kittens,Mugiwara,Bjor's Kittens,13,6,defend,attack,7,6,0,5,1,0,2.0,2.0,2.0,2.0,0.0,4.0,3.0,11.0,8.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,12.0,5.0
4,60925,62403,Haven,7046,7047,Bjor's Kittens,Mugiwara,Bjor's Kittens,13,9,defend,attack,9,4,0,3,6,0,1.0,4.0,2.0,2.0,0.0,3.0,0.0,13.0,11.0,1.0,3.0,2.0,3.0,0.0,4.0,3.0,12.0,4.0
5,60888,62391,Breeze,6461,6903,Akrew,Booster Seat Gaming,Booster Seat Gaming,7,13,defend,attack,5,2,0,7,6,0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,13.0,6.0,2.0,2.0,2.0,0.0,0.0,5.0,3.0,13.0,8.0
6,60889,62391,Bind,6461,6903,Akrew,Booster Seat Gaming,Akrew,13,7,attack,defend,6,7,0,6,1,0,1.0,3.0,1.0,0.0,0.0,4.0,3.0,13.0,9.0,1.0,3.0,1.0,3.0,0.0,5.0,2.0,9.0,4.0
7,60890,62391,Haven,6461,6903,Akrew,Booster Seat Gaming,Akrew,13,4,defend,attack,9,4,0,3,1,0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,10.0,7.0,0.0,2.0,0.0,3.0,0.0,7.0,2.0,5.0,2.0
8,60903,62396,Breeze,6164,7043,Radiance,sameROFLMAO,Radiance,13,3,defend,attack,10,3,0,2,1,0,2.0,2.0,2.0,0.0,0.0,4.0,3.0,10.0,8.0,0.0,4.0,0.0,2.0,0.0,6.0,3.0,4.0,0.0
9,60904,62396,Icebox,6164,7043,Radiance,sameROFLMAO,Radiance,13,2,defend,attack,10,3,0,2,0,0,2.0,2.0,2.0,0.0,0.0,5.0,4.0,8.0,7.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,6.0,2.0
10,60918,62401,Ascent,7045,7046,Salt and Vinegar,Bjor's Kittens,Salt and Vinegar,13,7,attack,defend,10,3,0,2,5,0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,12.0,8.0,1.0,3.0,1.0,3.0,0.0,6.0,4.0,8.0,2.0
11,60919,62401,Haven,7045,7046,Salt and Vinegar,Bjor's Kittens,Salt and Vinegar,14,12,defend,attack,3,9,2,9,3,0,0.0,3.0,0.0,2.0,0.0,5.0,3.0,16.0,11.0,2.0,2.0,2.0,4.0,0.0,4.0,3.0,16.0,7.0
12,60921,62402,Bind,7047,3545,Mugiwara,CLG Red,Mugiwara,13,8,defend,attack,7,6,0,5,3,0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,14.0,11.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,12.0,5.0
13,60922,62402,Icebox,7047,3545,Mugiwara,CLG Red,Mugiwara,13,8,defend,attack,6,7,0,6,2,0,2.0,3.0,2.0,1.0,0.0,5.0,2.0,12.0,9.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,15.0,7.0
14,60879,62355,Haven,4733,4680,True Rippers,T69,True Rippers,13,7,defend,attack,5,8,0,7,0,0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,12.0,9.0,1.0,3.0,1.0,3.0,0.0,6.0,3.0,8.0,3.0
15,60880,62355,Ascent,4733,4680,True Rippers,T69,True Rippers,13,11,attack,defend,5,8,0,7,4,0,1.0,3.0,1.0,1.0,0.0,9.0,6.0,11.0,6.0,1.0,3.0,1.0,0.0,0.0,9.0,4.0,12.0,6.0
16,60882,62389,Ascent,6461,7042,Akrew,Squishy and Friends,Akrew,13,1,defend,attack,11,2,0,1,0,0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,9.0,8.0,0.0,3.0,0.0,2.0,0.0,4.0,1.0,5.0,0.0
17,60883,62389,Bind,6461,7042,Akrew,Squishy and Friends,Akrew,13,1,attack,defend,11,2,0,1,0,0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,9.0,8.0,0.0,3.0,0.0,3.0,0.0,4.0,1.0,4.0,0.0
18,60885,62390,Icebox,6903,6020,Booster Seat Gaming,Pho Real,Booster Seat Gaming,13,2,attack,defend,10,3,0,2,0,0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,10.0,9.0,0.0,4.0,0.0,1.0,0.0,5.0,1.0,5.0,1.0
19,60886,62390,Haven,6903,6020,Booster Seat Gaming,Pho Real,Booster Seat Gaming,13,3,attack,defend,9,4,0,3,0,0,1.0,2.0,1.0,0.0,0.0,5.0,4.0,9.0,8.0,1.0,4.0,1.0,1.0,0.0,6.0,0.0,5.0,2.0
20,60897,62394,Breeze,6164,7044,Radiance,Brolympics eSports,Radiance,13,5,attack,defend,10,3,0,2,3,0,0.0,3.0,0.0,1.0,1.0,4.0,3.0,10.0,9.0,2.0,2.0,2.0,3.0,0.0,6.0,2.0,7.0,1.0
21,60898,62394,Ascent,6164,7044,Radiance,Brolympics eSports,Radiance,13,3,defend,attack,9,4,0,3,0,0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,9.0,6.0,0.0,4.0,0.0,3.0,0.0,3.0,1.0,6.0,2.0
22,60900,62395,Icebox,7043,5482,sameROFLMAO,Kowareta,Kowareta,5,13,attack,defend,4,1,0,8,5,0,0.0,4.0,0.0,1.0,0.0,5.0,2.0,8.0,3.0,2.0,2.0,2.0,1.0,0.0,5.0,4.0,10.0,7.0
23,60901,62395,Breeze,7043,5482,sameROFLMAO,Kowareta,sameROFLMAO,13,4,attack,defend,8,5,0,4,0,0,2.0,2.0,2.0,0.0,0.0,4.0,3.0,11.0,8.0,0.0,4.0,0.0,1.0,0.0,4.0,1.0,8.0,3.0
24,60902,62395,Ascent,7043,5482,sameROFLMAO,Kowareta,sameROFLMAO,13,6,defend,attack,7,6,0,5,1,0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,13.0,11.0,1.0,3.0,1.0,3.0,0.0,6.0,3.0,7.0,2.0
25,60912,62399,Icebox,7045,7047,Salt and Vinegar,Mugiwara,Salt and Vinegar,13,11,defend,attack,9,4,0,3,8,0,1.0,2.0,1.0,2.0,1.0,6.0,4.0,14.0,7.0,1.0,2.0,1.0,3.0,0.0,4.0,2.0,15.0,8.0
26,60913,62399,Split,7045,7047,Salt and Vinegar,Mugiwara,Salt and Vinegar,13,5,defend,attack,7,6,0,5,0,0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,12.0,9.0,1.0,3.0,1.0,2.0,0.0,5.0,1.0,8.0,3.0
27,60915,62400,Haven,7046,3545,Bjor's Kittens,CLG Red,Bjor's Kittens,13,3,defend,attack,10,3,0,2,1,0,2.0,2.0,2.0,0.0,0.0,4.0,3.0,10.0,8.0,0.0,4.0,0.0,2.0,0.0,5.0,2.0,5.0,1.0
28,60916,62400,Icebox,7046,3545,Bjor's Kittens,CLG Red,Bjor's Kittens,13,2,attack,defend,10,3,0,2,0,0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,10.0,8.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,7.0,2.0
29,60862,62173,Icebox,6384,4807,Clarity Esports,Team Arrow,Clarity Esports,13,3,attack,defend,9,4,0,3,0,0,1.0,2.0,1.0,0.0,0.0,5.0,5.0,9.0,7.0,1.0,3.0,1.0,2.0,0.0,5.0,0.0,6.0,2.0
30,60863,62173,Haven,6384,4807,Clarity Esports,Team Arrow,Clarity Esports,13,5,attack,defend,8,5,0,4,1,0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,12.0,10.0,2.0,2.0,2.0,3.0,0.0,8.0,2.0,5.0,1.0
31,60876,62354,Haven,4829,5997,Team Valor,FS Esports ,Team Valor,13,8,attack,defend,8,5,0,4,4,0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,15.0,10.0,1.0,3.0,1.0,1.0,0.0,5.0,4.0,12.0,3.0
32,60877,62354,Icebox,4829,5997,Team Valor,FS Esports ,FS Esports ,11,13,defend,attack,7,4,0,5,8,0,1.0,3.0,1.0,0.0,0.0,7.0,4.0,14.0,6.0,1.0,3.0,1.0,2.0,0.0,7.0,4.0,12.0,8.0
33,60878,62354,Split,4829,5997,Team Valor,FS Esports ,Team Valor,13,11,defend,attack,6,7,0,6,5,0,1.0,3.0,1.0,0.0,0.0,5.0,4.0,16.0,8.0,1.0,3.0,1.0,2.0,0.0,9.0,5.0,10.0,5.0
34,60781,62072,Bind,466,1919,BOOM Esports,Kingsmen,Kingsmen,10,13,defend,attack,5,5,0,7,6,0,1.0,3.0,1.0,2.0,1.0,5.0,2.0,13.0,6.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,14.0,10.0
35,60782,62072,Split,466,1919,BOOM Esports,Kingsmen,BOOM Esports,13,8,attack,defend,7,6,0,5,3,0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,15.0,11.0,1.0,3.0,1.0,2.0,0.0,4.0,1.0,12.0,6.0
36,60859,62172,Breeze,4809,6477,Team Exploit,Fear Legends,Team Exploit,13,8,defend,attack,7,6,0,5,3,0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,14.0,10.0,1.0,3.0,1.0,2.0,0.0,4.0,2.0,12.0,5.0
37,60860,62172,Fracture,4809,6477,Team Exploit,Fear Legends,Team Exploit,13,10,defend,attack,8,5,0,4,6,0,2.0,2.0,2.0,2.0,0.0,5.0,3.0,14.0,8.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,15.0,10.0
38,60779,62071,Ascent,6799,6982,Goodfellas Gaming,Nine Esport,Goodfellas Gaming,13,6,defend,attack,7,6,0,5,1,0,2.0,2.0,2.0,1.0,0.0,7.0,5.0,9.0,6.0,0.0,4.0,0.0,2.0,0.0,3.0,1.0,10.0,5.0
39,60780,62071,Haven,6799,6982,Goodfellas Gaming,Nine Esport,Goodfellas Gaming,13,2,attack,defend,10,3,0,2,0,0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,9.0,7.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0
40,60807,62085,Haven,4150,623,South Built Esports,Sharper Esport,Sharper Esport,6,13,attack,defend,4,2,0,8,5,0,0.0,4.0,0.0,1.0,0.0,3.0,1.0,11.0,5.0,2.0,2.0,2.0,0.0,0.0,6.0,4.0,11.0,7.0
41,60808,62085,Split,4150,623,South Built Esports,Sharper Esport,South Built Esports,13,5,attack,defend,7,6,0,5,0,0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,9.0,6.0,0.0,4.0,1.0,2.0,1.0,3.0,0.0,9.0,3.0
42,60801,62082,Bind,6389,6844,Bren Esports,shiba n the homies,shiba n the homies,9,13,attack,defend,5,4,0,7,6,0,1.0,3.0,1.0,1.0,0.0,6.0,3.0,12.0,5.0,1.0,4.0,1.0,0.0,0.0,4.0,2.0,14.0,10.0
43,60802,62082,Haven,6389,6844,Bren Esports,shiba n the homies,Bren Esports,13,11,defend,attack,9,4,0,3,8,0,0.0,4.0,0.0,2.0,0.0,3.0,2.0,15.0,11.0,2.0,2.0,2.0,3.0,0.0,4.0,2.0,15.0,7.0
44,60789,62076,Ascent,4325,6807,CERBERUS Esports,W Key,CERBERUS Esports,13,2,defend,attack,10,3,0,2,0,0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,10.0,9.0,1.0,3.0,1.0,2.0,0.0,5.0,1.0,5.0,0.0
45,60790,62076,Bind,4325,6807,CERBERUS Esports,W Key,CERBERUS Esports,13,1,attack,defend,11,2,0,1,0,0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,9.0,8.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,4.0,1.0
46,60805,62084,Haven,4150,388,South Built Esports,DivisionX Gaming,DivisionX Gaming,8,13,defend,attack,7,1,0,5,8,0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,12.0,5.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,13.0,11.0
47,60806,62084,Bind,4150,388,South Built Esports,DivisionX Gaming,South Built Esports,13,9,defend,attack,7,6,0,5,4,0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,16.0,11.0,2.0,3.0,2.0,1.0,0.0,8.0,3.0,10.0,4.0
48,60775,62069,Icebox,466,6799,BOOM Esports,Goodfellas Gaming,BOOM Esports,13,4,defend,attack,11,2,0,1,3,0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,12.0,10.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,8.0,2.0
49,60776,62069,Breeze,466,6799,BOOM Esports,Goodfellas Gaming,BOOM Esports,13,5,attack,defend,9,4,0,3,2,0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,13.0,12.0,2.0,2.0,2.0,4.0,0.0,7.0,2.0,5.0,1.0
50,60687,61811,Breeze,642,6817,Luminosity,ex-FLICKBAITERS,Luminosity,13,1,defend,attack,11,2,0,1,0,0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,9.0,8.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,5.0,1.0
51,60688,61811,Icebox,642,6817,Luminosity,ex-FLICKBAITERS,ex-FLICKBAITERS,7,13,attack,defend,5,2,0,7,6,0,0.0,4.0,0.0,1.0,0.0,4.0,1.0,11.0,6.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,11.0,7.0
52,60689,61811,Ascent,642,6817,Luminosity,ex-FLICKBAITERS,Luminosity,13,3,attack,defend,11,2,0,1,2,0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,9.0,9.0,2.0,3.0,2.0,3.0,0.0,6.0,1.0,4.0,0.0
53,60681,61809,Icebox,468,642,Renegades,Luminosity,Luminosity,5,13,defend,attack,3,2,0,9,4,0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,8.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,12.0,9.0
54,60682,61809,Haven,468,642,Renegades,Luminosity,Renegades,13,7,attack,defend,10,3,0,2,5,0,1.0,3.0,1.0,1.0,0.0,3.0,3.0,13.0,9.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,10.0,3.0
55,60683,61809,Bind,468,642,Renegades,Luminosity,Luminosity,11,13,attack,defend,8,3,0,4,9,0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,15.0,6.0,0.0,3.0,0.0,2.0,0.0,3.0,2.0,16.0,11.0
56,60684,61810,Icebox,6817,6198,ex-FLICKBAITERS,Knights Academy,Knights Academy,12,14,defend,attack,5,7,0,7,5,2,1.0,3.0,1.0,2.0,0.0,5.0,2.0,16.0,9.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,19.0,12.0
57,60685,61810,Ascent,6817,6198,ex-FLICKBAITERS,Knights Academy,ex-FLICKBAITERS,13,11,attack,defend,6,7,0,6,5,0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,19.0,13.0,2.0,2.0,2.0,4.0,1.0,5.0,2.0,13.0,6.0
58,60686,61810,Breeze,6817,6198,ex-FLICKBAITERS,Knights Academy,ex-FLICKBAITERS,13,9,attack,defend,4,9,0,8,1,0,2.0,2.0,2.0,1.0,0.0,7.0,3.0,12.0,8.0,0.0,3.0,0.0,4.0,1.0,2.0,1.0,13.0,7.0
59,60669,61805,Breeze,6164,468,Radiance,Renegades,Renegades,12,14,attack,defend,6,6,0,6,6,2,0.0,4.0,0.0,2.0,1.0,5.0,3.0,15.0,8.0,2.0,3.0,2.0,0.0,0.0,7.0,4.0,16.0,8.0
60,60670,61805,Fracture,6164,468,Radiance,Renegades,Radiance,15,13,defend,attack,8,4,3,4,8,1,2.0,2.0,2.0,3.0,0.0,8.0,4.0,15.0,9.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0,20.0,12.0
61,60671,61805,Icebox,6164,468,Radiance,Renegades,Renegades,4,13,attack,defend,3,1,0,9,4,0,0.0,2.0,0.0,3.0,0.0,7.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,3.0,11.0,8.0
62,60672,61806,Ascent,1615,642,Knights,Luminosity,Knights,13,7,attack,defend,7,6,0,5,2,0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,14.0,11.0,1.0,3.0,2.0,1.0,0.0,5.0,3.0,11.0,2.0
63,60673,61806,Icebox,1615,642,Knights,Luminosity,Luminosity,10,13,defend,attack,5,5,0,7,6,0,1.0,3.0,1.0,1.0,0.0,8.0,5.0,11.0,4.0,1.0,2.0,1.0,3.0,0.0,4.0,1.0,14.0,11.0
64,60674,61806,Bind,1615,642,Knights,Luminosity,Luminosity,4,13,defend,attack,3,1,0,9,4,0,1.0,3.0,1.0,3.0,0.0,6.0,2.0,5.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,12.0,10.0
65,60675,61807,Split,6817,4455,ex-FLICKBAITERS,Third Impact,ex-FLICKBAITERS,13,9,defend,attack,7,6,0,5,4,0,0.0,4.0,2.0,3.0,1.0,4.0,2.0,11.0,8.0,2.0,3.0,2.0,3.0,0.0,5.0,1.0,11.0,6.0
66,60676,61807,Breeze,6817,4455,ex-FLICKBAITERS,Third Impact,Third Impact,11,13,attack,defend,6,5,0,6,7,0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,15.0,8.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,15.0,9.0
67,60677,61807,Ascent,6817,4455,ex-FLICKBAITERS,Third Impact,ex-FLICKBAITERS,13,10,attack,defend,9,4,0,3,7,0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,16.0,10.0,1.0,3.0,1.0,2.0,0.0,7.0,6.0,11.0,3.0
68,58578,51964,Haven,1470,1471,NASR Esports,Team RA'AD,Team RA'AD,10,13,defend,attack,4,6,0,8,5,0,1.0,3.0,1.0,2.0,0.0,4.0,3.0,14.0,6.0,1.0,3.0,1.0,2.0,1.0,5.0,3.0,13.0,8.0
69,58579,51964,Ascent,1470,1471,NASR Esports,Team RA'AD,NASR Esports,13,11,attack,defend,4,9,0,8,3,0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,16.0,9.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,16.0,10.0
70,58580,51964,Split,1470,1471,NASR Esports,Team RA'AD,NASR Esports,13,7,defend,attack,8,5,0,4,3,0,1.0,3.0,1.0,0.0,0.0,4.0,2.0,13.0,10.0,1.0,3.0,1.0,1.0,0.0,6.0,3.0,10.0,3.0
71,58581,51964,Fracture,1470,1471,NASR Esports,Team RA'AD,NASR Esports,14,12,defend,attack,4,8,2,8,4,0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,19.0,13.0,2.0,2.0,2.0,2.0,0.0,8.0,4.0,14.0,6.0
72,60645,61797,Breeze,6164,6856,Radiance,Icarus,Radiance,13,4,defend,attack,10,3,0,2,2,0,2.0,3.0,2.0,0.0,0.0,4.0,3.0,10.0,8.0,0.0,2.0,0.0,2.0,0.0,6.0,2.0,7.0,2.0
73,60646,61797,Split,6164,6856,Radiance,Icarus,Radiance,13,8,defend,attack,7,6,0,5,3,0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,16.0,12.0,2.0,2.0,2.0,3.0,0.0,6.0,3.0,10.0,3.0
74,60648,61798,Icebox,3337,468,Team Basilisk,Renegades,Team Basilisk,13,6,defend,attack,8,5,0,4,2,0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,11.0,8.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,12.0,6.0
75,60649,61798,Haven,3337,468,Team Basilisk,Renegades,Renegades,4,13,defend,attack,3,1,0,9,4,0,0.0,4.0,0.0,2.0,0.0,2.0,1.0,9.0,3.0,2.0,2.0,2.0,0.0,0.0,4.0,3.0,11.0,8.0
76,60650,61798,Fracture,3337,468,Team Basilisk,Renegades,Renegades,7,13,attack,defend,6,1,0,6,7,0,0.0,4.0,0.0,2.0,0.0,2.0,1.0,12.0,6.0,2.0,2.0,2.0,3.0,0.0,5.0,3.0,10.0,8.0
77,60651,61799,Ascent,1615,6045,Knights,Lenny Time,Knights,13,8,attack,defend,6,7,0,6,2,0,1.0,3.0,1.0,2.0,1.0,5.0,2.0,11.0,9.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,12.0,5.0
78,60652,61799,Haven,1615,6045,Knights,Lenny Time,Knights,13,11,defend,attack,5,8,0,7,4,0,1.0,3.0,1.0,2.0,0.0,6.0,3.0,13.0,9.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,15.0,8.0
79,60654,61800,Icebox,642,6020,Luminosity,Pho Real,Luminosity,13,2,defend,attack,11,2,0,1,1,0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,10.0,9.0,1.0,3.0,1.0,2.0,0.0,4.0,0.0,6.0,1.0
80,60655,61800,Breeze,642,6020,Luminosity,Pho Real,Luminosity,13,3,defend,attack,9,4,0,3,0,0,2.0,2.0,2.0,0.0,0.0,4.0,3.0,10.0,8.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,7.0,3.0
81,60657,61801,Breeze,6817,6707,ex-FLICKBAITERS,Gifted,ex-FLICKBAITERS,13,6,attack,defend,8,5,0,4,2,0,1.0,2.0,1.0,2.0,1.0,5.0,4.0,10.0,7.0,1.0,3.0,1.0,4.0,2.0,6.0,2.0,6.0,1.0
82,60658,61801,Haven,6817,6707,ex-FLICKBAITERS,Gifted,ex-FLICKBAITERS,13,3,attack,defend,9,4,0,3,0,0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,10.0,9.0,1.0,3.0,1.0,3.0,0.0,5.0,1.0,5.0,1.0
83,60666,61804,Haven,6198,6213,Knights Academy,Cloud9 Academy,Knights Academy,13,8,attack,defend,8,5,0,4,4,0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,14.0,9.0,1.0,3.0,2.0,4.0,1.0,4.0,2.0,10.0,3.0
84,60667,61804,Breeze,6198,6213,Knights Academy,Cloud9 Academy,Knights Academy,13,4,defend,attack,8,5,0,4,0,0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,10.0,8.0,1.0,3.0,1.0,0.0,0.0,7.0,3.0,7.0,0.0
85,60723,61936,Icebox,642,6707,Luminosity,Gifted,Luminosity,13,3,attack,defend,10,3,0,2,1,0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,8.0,7.0,1.0,3.0,1.0,1.0,0.0,5.0,1.0,7.0,1.0
86,60729,61942,Ascent,1615,6986,Knights,Ex-Dallas Vendetta,Knights,13,4,attack,defend,10,3,0,2,2,0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,11.0,10.0,1.0,3.0,1.0,2.0,0.0,5.0,1.0,7.0,2.0
87,60730,61943,Bind,6653,6213,GunsForHire,Cloud9 Academy,GunsForHire,13,11,attack,defend,3,10,0,9,2,0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,15.0,10.0,1.0,3.0,1.0,2.0,0.0,4.0,3.0,15.0,7.0
88,60733,61946,Bind,6859,468,Aspyre,Renegades,Aspyre,13,11,attack,defend,6,7,0,6,5,0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,18.0,11.0,1.0,3.0,1.0,2.0,0.0,5.0,3.0,14.0,7.0
89,60734,61947,Breeze,6817,6020,ex-FLICKBAITERS,Pho Real,ex-FLICKBAITERS,13,7,attack,defend,7,6,0,5,2,0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,13.0,8.0,1.0,4.0,1.0,2.0,0.0,4.0,2.0,10.0,4.0
90,60736,61949,Haven,6198,6934,Knights Academy,Minaweebs Money Crew,Knights Academy,13,10,attack,defend,5,8,0,7,3,0,0.0,4.0,0.0,0.0,0.0,7.0,6.0,12.0,7.0,2.0,2.0,2.0,2.0,0.0,8.0,2.0,11.0,6.0
91,60709,61922,Bind,6164,6045,Radiance,Lenny Time,Radiance,13,3,defend,attack,9,4,0,3,0,0,2.0,2.0,2.0,1.0,0.0,4.0,3.0,9.0,8.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,7.0,3.0
92,60710,61923,Ascent,3337,5444,Team Basilisk,Bait Academy,Team Basilisk,13,5,attack,defend,9,4,0,3,2,0,1.0,2.0,1.0,1.0,1.0,8.0,5.0,7.0,6.0,1.0,4.0,1.0,2.0,1.0,7.0,1.0,5.0,2.0
93,60717,61930,Breeze,468,6879,Renegades,Zenigma Alpha,Renegades,13,2,defend,attack,10,3,0,2,0,0,2.0,2.0,2.0,0.0,0.0,4.0,3.0,9.0,8.0,0.0,2.0,0.0,3.0,0.0,6.0,1.0,4.0,1.0
94,60718,61931,Ascent,6817,5038,ex-FLICKBAITERS,YFP Gaming,ex-FLICKBAITERS,13,2,defend,attack,10,3,0,2,0,0,2.0,2.0,2.0,0.0,0.0,4.0,3.0,9.0,8.0,0.0,4.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0
95,60720,61933,Icebox,6198,4455,Knights Academy,Third Impact,Knights Academy,13,11,defend,attack,4,9,0,8,3,0,1.0,3.0,1.0,2.0,0.0,5.0,2.0,14.0,10.0,1.0,3.0,1.0,2.0,0.0,3.0,2.0,16.0,8.0
96,60699,61912,Ascent,6213,6679,Cloud9 Academy,Disciples ,Cloud9 Academy,13,7,defend,attack,11,2,0,1,6,0,1.0,4.0,1.0,1.0,0.0,4.0,3.0,11.0,9.0,1.0,2.0,1.0,2.0,0.0,7.0,3.0,9.0,3.0
97,60702,61915,Breeze,6817,6858,ex-FLICKBAITERS,Trash Pandas,ex-FLICKBAITERS,13,1,attack,defend,12,1,0,0,1,0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,9.0,9.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,5.0,0.0
98,60704,61917,Haven,6198,6848,Knights Academy,Hugh Jass Construction,Knights Academy,13,0,defend,attack,12,1,0,0,0,0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,9.0,9.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0
99,60592,61407,Breeze,6461,6817,Akrew,ex-FLICKBAITERS,Akrew,13,11,defend,attack,8,5,0,4,7,0,1.0,3.0,1.0,1.0,0.0,4.0,3.0,16.0,9.0,1.0,3.0,1.0,1.0,0.0,6.0,2.0,14.0,8.0
